Received new setpoint, speed, duration: 255, 280933
Calc'd Final Speed: 0.23
8416867|255|-1252|-35.57|-436.60|6|940
8418346|255|-1261|-35.82|-425.80|5|941
8419855|255|-1270|-36.08|-412.00|5|937
8421332|255|-1280|-36.36|-436.10|5|935
8422863|255|-1289|-36.62|-408.40|5|953
8424320|255|-1298|-36.88|-442.50|5|937
8425827|255|-1308|-37.16|-419.10|5|936
8427294|255|-1317|-37.41|-414.50|5|940
8428800|255|-1326|-37.67|-431.50|5|940
8430252|255|-1336|-37.95|-401.20|5|939
8431823|255|-1345|-38.21|-420.90|5|974
8433295|255|-1354|-38.47|-393.10|5|950
8434847|255|-1364|-38.75|-403.20|5|977
8436294|255|-1374|-39.03|-397.00|5|934
8437815|255|-1383|-39.29|-423.10|5|938
8439284|255|-1392|-39.55|-376.70|5|939
8440812|255|-1402|-39.83|-401.80|6|939
8442301|255|-1411|-40.09|-385.50|5|976
8443831|255|-1421|-40.37|-387.80|5|940
8445327|255|-1430|-40.63|-402.10|35|943
8446859|255|-1440|-40.91|-389.80|5|939
8448341|255|-1450|-41.19|-388.30|5|941
8449862|255|-1459|-41.45|-408.80|5|939
8451355|255|-1468|-41.70|-373.30|5|966
8452894|255|-1478|-41.99|-374.10|5|937
8454369|255|-1488|-42.27|-406.60|5|973
8455907|255|-1498|-42.56|-376.10|5|941
8457335|255|-1506|-42.78|-404.80|5|938
8458884|255|-1516|-43.07|-388.70|5|939
8460324|255|-1526|-43.35|-328.70|5|934
8461869|255|-1536|-43.64|-315.60|5|938
8463319|255|-1545|-43.89|-347.60|6|939
8464866|255|-1554|-44.15|-311.30|5|939
8466301|255|-1564|-44.43|-339.20|5|934
8467857|255|-1574|-44.72|-339.00|5|968
8469302|255|-1583|-44.97|-342.30|5|933
8470824|255|-1592|-45.23|-351.70|5|938
8472297|255|-1602|-45.51|-357.50|5|945
8473844|255|-1612|-45.80|-321.80|6|938
8475313|255|-1621|-46.05|-340.10|5|935
8476841|255|-1631|-46.34|-324.70|5|937
8478262|255|-1640|-46.59|-356.10|5|936
8479794|255|-1650|-46.88|-344.10|5|939
8481249|255|-1659|-47.13|-328.50|5|940
8482790|255|-1669|-47.41|-330.20|5|939
8484242|255|-1678|-47.67|-351.00|6|933
8485794|255|-1688|-47.95|-328.40|5|956
8487212|255|-1697|-48.21|-326.20|5|949
8488741|255|-1706|-48.47|-363.50|5|937
8490231|255|-1716|-48.75|-333.20|5|973
8491750|255|-1726|-49.03|-365.00|6|938
8493185|255|-1735|-49.29|-346.40|5|932
8494689|255|-1744|-49.55|-335.80|5|941
8496179|255|-1754|-49.83|-324.40|6|943
8497711|255|-1764|-50.11|-331.50|6|942
8499195|255|-1774|-50.40|-322.20|6|937
8500728|255|-1783|-50.65|-348.00|5|937
8502201|255|-1792|-50.91|-345.20|5|939
8503752|255|-1802|-51.19|-346.70|5|937
8505202|255|-1812|-51.48|-346.20|5|938
8506745|255|-1822|-51.76|-362.70|6|970
8508210|255|-1831|-52.02|-322.90|5|938
8509718|255|-1840|-52.27|-343.00|5|940
8511189|255|-1850|-52.56|-325.90|5|938
8512706|255|-1860|-52.84|-356.90|5|939
8514201|255|-1869|-53.10|-343.90|5|971
8515722|255|-1879|-53.38|-328.70|6|940
8517186|255|-1888|-53.64|-326.30|6|939
8518690|255|-1898|-53.92|-349.60|6|935
8520177|255|-1907|-54.18|-322.30|5|941
8521687|255|-1917|-54.46|-326.00|5|944
8523178|255|-1926|-54.72|-365.30|5|943
8524692|255|-1936|-55.00|-359.90|5|942
8526176|255|-1946|-55.28|-362.40|5|945
8527697|255|-1955|-55.54|-347.70|5|949
8529184|255|-1965|-55.82|-339.00|5|945
8530677|255|-1974|-56.08|-328.20|5|937
