Received new setpoint, speed, duration: -100.00, 6765933 
Calc'd Final Speed: 0.00 
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us] 
25170311|-93.748|25000|-8|149|-729.23|150
25175303|-93.670|25000|11|149|-729.58|150
25180302|-93.592|25000|1|147|-730.02|149
25185309|-93.513|25000|4|148|-730.46|150
25190312|-93.435|25000|-2|148|-730.81|151
25195309|-93.357|25000|19|148|-731.16|151
25200302|-93.278|25000|1|148|-731.51|149
25205308|-93.200|25000|-6|149|-731.87|150
25210309|-93.121|25000|6|149|-732.30|150
25215302|-93.043|25000|-0|149|-732.66|149
25220303|-92.965|25000|-0|149|-733.10|150
25225313|-92.886|25000|2|149|-733.45|150
25230305|-92.808|25000|5|149|-733.80|150
25235306|-92.729|25000|21|148|-734.15|150
25240308|-92.651|25000|1|148|-734.50|150
25245307|-92.573|25000|-5|148|-734.94|149
25250304|-92.494|25000|7|148|-735.29|150
25255311|-92.416|25000|-5|148|-735.64|150
25260311|-92.337|25000|1|149|-736.08|150
25265310|-92.259|25000|3|148|-736.44|150
25270307|-92.181|25000|-3|148|-736.79|150
25275311|-92.102|25000|16|149|-737.14|151
25280302|-92.024|25000|14|147|-737.49|150
25285304|-91.945|25000|0|149|-737.93|150
25290304|-91.867|25000|7|148|-738.28|149
25295305|-91.789|25000|5|148|-738.63|150
25300302|-91.710|25000|14|149|-738.98|150
25305315|-91.632|25000|1|149|-739.34|150
25310304|-91.553|25000|-2|148|-739.69|150
25315318|-91.475|25000|13|148|-740.13|151
25320308|-91.397|25000|1|149|-740.39|149
25325303|-91.318|25000|-1|148|-740.74|150
25330305|-91.240|25000|5|148|-741.09|150
25335301|-91.161|25000|3|149|-741.45|150
25340306|-91.083|25000|8|148|-741.80|151
25345314|-91.004|25000|2|148|-742.24|151
25350308|-90.926|25000|-7|149|-742.59|151
25355300|-90.848|25000|8|147|-742.94|150
25360307|-90.769|25000|-5|149|-743.29|150
25365311|-90.691|25000|1|149|-743.55|150
25370314|-90.612|25000|4|148|-743.99|150
25375308|-90.534|25000|-7|148|-744.35|149
25380302|-90.456|25000|8|149|-744.61|151
25385315|-90.377|25000|1|148|-744.96|150
25390301|-90.299|25000|-7|148|-745.40|150
25395300|-90.221|25000|13|148|-745.66|150
25400314|-90.142|25000|7|148|-746.02|150
25405307|-90.064|25000|1|149|-746.37|150
25410301|-89.986|25000|5|147|-746.72|150
25415304|-89.907|25000|2|148|-747.07|149
25420301|-89.829|25000|21|149|-747.42|150
25425301|-89.750|25000|1|148|-747.77|150
25430314|-89.672|25000|-11|148|-748.12|149
25435301|-89.594|25000|8|148|-748.48|150
25440309|-89.515|25000|-5|149|-748.83|149
25445319|-89.437|25000|1|148|-749.18|151
25450313|-89.358|25000|2|147|-749.44|150
25455306|-89.280|25000|-12|149|-749.88|151
25460305|-89.202|25000|8|150|-750.23|150
25465317|-89.123|25000|1|149|-750.59|150
25470308|-89.045|25000|-5|150|-750.94|150
25475315|-88.966|25000|13|151|-751.20|150
25480308|-88.888|25000|1|151|-751.55|149
25485318|-88.809|25000|1|152|-751.90|150
25490306|-88.731|25000|6|148|-752.26|152
25495318|-88.653|25000|1|149|-752.61|152
25500305|-88.574|25000|8|148|-752.96|149
25505315|-88.496|25000|14|149|-753.22|152
25510314|-88.417|25000|0|148|-753.57|152
25515310|-88.339|25000|8|148|-753.93|152
25520317|-88.261|25000|-1|148|-754.28|152
25525309|-88.182|25000|8|153|-754.63|153
25530318|-88.104|25000|1|156|-754.98|152
25535322|-88.025|25000|-12|148|-755.24|160
25540317|-87.947|25000|11|148|-755.68|152
25545307|-87.869|25000|14|149|-756.04|151
25550303|-87.790|25000|-5|149|-756.39|153
25555307|-87.712|25000|6|148|-756.65|152
25560309|-87.634|25000|1|149|-757.00|158
25565316|-87.555|25000|24|149|-757.35|155
25570328|-87.477|25000|1|149|-757.71|161
25575304|-87.398|25000|-9|149|-758.06|151
25580311|-87.320|25000|8|148|-758.41|149
25585302|-87.242|25000|2|148|-758.76|151
25590311|-87.163|25000|1|147|-759.02|152
25595308|-87.085|25000|4|149|-759.37|150
25600314|-87.006|25000|-11|148|-759.73|150
25605314|-86.928|25000|12|148|-759.99|150
25610304|-86.850|25000|1|149|-760.34|150
25615299|-86.771|25000|-1|148|-760.69|150
25620311|-86.693|25000|5|148|-761.04|151
25625310|-86.614|25000|-5|148|-761.40|150
25630314|-86.536|25000|80|148|-761.75|150
25635315|-86.457|25000|1|148|-762.01|150
25640306|-86.379|25000|-4|149|-762.45|151
25645315|-86.301|25000|18|149|-762.71|151
25650301|-86.222|25000|1|148|-763.07|150
25655313|-86.144|25000|-11|148|-763.42|150
25660307|-86.066|25000|8|148|-763.77|150
25665311|-85.987|25000|16|148|-764.03|149
25670307|-85.909|25000|1|148|-764.38|149
25675308|-85.830|25000|2|146|-764.82|150
25680316|-85.752|25000|0|148|-765.18|151
25685300|-85.674|25000|9|148|-765.44|150
25690312|-85.595|25000|2|149|-765.79|150
25695304|-85.517|25000|0|149|-766.14|150
25700309|-85.438|25000|4|146|-766.49|149
25705318|-85.360|25000|1|149|-766.76|150
25710306|-85.282|25000|15|148|-767.11|150
25715306|-85.203|25000|6|148|-767.46|151
25720302|-85.125|25000|1|149|-767.81|150
25725313|-85.046|25000|16|148|-768.16|150
25730302|-84.968|25000|-2|149|-768.52|150
25735307|-84.890|25000|0|148|-768.87|150
25740305|-84.811|25000|6|147|-769.22|150
25745317|-84.733|25000|-1|149|-769.66|150
25750306|-84.654|25000|27|148|-770.01|150
25755317|-84.576|25000|1|149|-770.36|151
25760314|-84.497|25000|-9|148|-770.62|150
25765313|-84.419|25000|10|148|-770.98|151
25770316|-84.341|25000|1|149|-771.42|150
25775305|-84.262|25000|1|149|-771.68|150
25780303|-84.184|25000|6|148|-772.03|150
25785310|-84.106|25000|0|148|-772.29|150
25790305|-84.027|25000|14|149|-772.65|150
25795312|-83.949|25000|-0|149|-773.09|150
25800315|-83.870|25000|-5|149|-773.35|150
25805305|-83.792|25000|9|149|-773.70|150
25810303|-83.714|25000|8|147|-774.05|149
25815313|-83.635|25000|1|148|-774.49|149
25820306|-83.557|25000|4|149|-774.84|150
25825303|-83.478|25000|-6|148|-775.20|150
25830305|-83.400|25000|14|149|-775.55|150
25835311|-83.322|25000|1|149|-775.90|151
25840311|-83.243|25000|-1|149|-776.25|150
25845302|-83.165|25000|7|147|-776.69|149
25850316|-83.086|25000|3|148|-777.04|150
25855313|-83.008|25000|27|147|-777.48|150
25860309|-82.930|25000|2|148|-777.83|149
25865308|-82.851|25000|-1|149|-778.18|150
25870315|-82.773|25000|7|149|-778.54|149
25875311|-82.694|25000|14|149|-778.89|150
25880300|-82.616|25000|-6|149|-779.24|150
25885301|-82.538|25000|7|148|-779.59|150
25890305|-82.459|25000|1|149|-779.94|150
25895308|-82.381|25000|-2|148|-780.29|150
25900307|-82.302|25000|2|149|-780.64|151
25905305|-82.224|25000|-6|148|-780.91|150
25910303|-82.146|25000|11|148|-781.26|149
25915301|-82.067|25000|0|148|-781.61|149
25920317|-81.989|25000|1|148|-781.96|151
25925301|-81.911|25000|4|148|-782.40|150
25930310|-81.832|25000|2|149|-782.75|151
25935304|-81.754|25000|8|148|-783.11|150
25940304|-81.675|25000|1|148|-783.46|150
25945314|-81.597|25000|-11|149|-783.81|150
25950313|-81.518|25000|8|155|-784.16|150
25955311|-81.440|25000|4|150|-784.51|150
25960302|-81.362|25000|-2|149|-784.95|150
25965310|-81.283|25000|8|150|-785.30|150
25970319|-81.205|25000|-2|149|-785.65|150
25975304|-81.127|25000|14|150|-785.92|150
25980308|-81.048|25000|1|153|-786.27|151
25985303|-80.970|25000|-18|149|-786.71|152
25990310|-80.891|25000|12|149|-787.06|152
25995316|-80.813|25000|1|148|-787.50|152
26000302|-80.735|25000|-5|148|-787.85|151
26005309|-80.656|25000|2|149|-788.20|151
26010313|-80.578|25000|-10|148|-788.55|151
26015316|-80.499|25000|14|156|-788.99|152
26020316|-80.421|25000|-0|149|-789.35|153
26025306|-80.343|25000|-1|152|-789.70|151
26030315|-80.264|25000|7|155|-790.05|151
26035319|-80.186|25000|-1|149|-790.49|161
26040311|-80.107|25000|1|148|-790.75|152
26045313|-80.029|25000|4|148|-791.19|152
26050303|-79.951|25000|3|147|-791.63|151
26055310|-79.872|25000|8|149|-791.98|152
26060315|-79.794|25000|1|149|-792.42|152
26065311|-79.715|25000|-1|148|-792.77|157
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
26070379|-79.637|25000|5|148|-793.12|150
26075299|-79.559|25000|1|148|-793.48|150
26080310|-79.480|25000|3|148|-793.92|150
26085303|-79.402|25000|1|149|-794.27|151
26090304|-79.323|25000|-3|148|-794.62|150
26095317|-79.245|25000|12|148|-795.06|150
26100301|-79.167|25000|0|149|-795.50|150
26105303|-79.088|25000|1|149|-795.76|151
26110308|-79.010|25000|4|148|-796.20|157
26115317|-78.931|25000|-7|149|-796.55|158
26120312|-78.853|25000|8|149|-796.90|149
26125302|-78.775|25000|2|149|-797.34|151
26130309|-78.696|25000|-1|148|-797.70|149
26135301|-78.618|25000|9|148|-798.13|149
26140314|-78.539|25000|-0|148|-798.49|149
26145311|-78.461|25000|0|149|-798.84|149
26150316|-78.382|25000|5|149|-799.28|150
26155309|-78.304|25000|3|148|-799.63|151
26160315|-78.226|25000|14|148|-800.07|150
26165306|-78.147|25000|-5|148|-800.42|149
26170305|-78.069|25000|-5|148|-800.77|150
26175312|-77.991|25000|6|148|-801.21|150
26180300|-77.912|25000|-12|148|-801.56|151
26185306|-77.834|25000|1|148|-802.00|150
26190302|-77.755|25000|2|148|-802.35|150
26195303|-77.677|25000|-2|148|-802.79|149
26200303|-77.599|25000|8|148|-803.14|151
26205307|-77.520|25000|1|148|-803.58|151
26210301|-77.442|25000|-7|149|-803.94|149
26215314|-77.363|25000|10|148|-804.29|150
26220318|-77.285|25000|14|149|-804.73|150
26225316|-77.206|25000|1|149|-805.08|150
26230302|-77.128|25000|6|148|-805.43|150
26235303|-77.050|25000|-11|148|-805.87|151
26240305|-76.971|25000|11|147|-806.31|150
26245312|-76.893|25000|1|148|-806.66|150
26250316|-76.814|25000|0|148|-807.01|150
26255305|-76.736|25000|6|148|-807.45|149
26260310|-76.658|25000|-0|148|-807.89|150
26265310|-76.579|25000|-0|149|-808.24|150
26270314|-76.501|25000|1|148|-808.68|150
26275305|-76.423|25000|-2|148|-809.12|151
26280300|-76.344|25000|11|147|-809.47|150
26285311|-76.266|25000|1|149|-809.82|149
26290315|-76.187|25000|1|148|-810.26|150
26295309|-76.109|25000|5|147|-810.62|151
26300301|-76.031|25000|-2|149|-810.97|150
26305309|-75.952|25000|-2|149|-811.41|151
26310304|-75.874|25000|2|147|-811.85|150
26315313|-75.795|25000|-3|148|-812.20|150
26320318|-75.717|25000|11|149|-812.55|150
26325305|-75.639|25000|26|148|-812.90|149
26330313|-75.560|25000|1|148|-813.34|149
26335303|-75.482|25000|4|149|-813.78|150
26340308|-75.403|25000|3|148|-814.13|150
26345301|-75.325|25000|14|148|-814.57|151
26350309|-75.247|25000|-2|149|-814.92|150
26355303|-75.168|25000|-1|147|-815.36|151
26360315|-75.090|25000|5|149|-815.80|151
26365303|-75.012|25000|1|149|-816.15|151
26370308|-74.933|25000|1|149|-816.59|151
26375302|-74.855|25000|4|149|-816.94|149
26380306|-74.776|25000|0|148|-817.38|149
26385311|-74.698|25000|2|148|-817.82|149
26390307|-74.619|25000|2|149|-818.26|149
26395306|-74.541|25000|-5|148|-818.61|151
26400313|-74.463|25000|6|148|-819.05|150
26405307|-74.384|25000|-6|147|-819.40|151
26410312|-74.306|25000|1|148|-819.84|149
26415311|-74.227|25000|2|148|-820.20|150
26420311|-74.149|25000|-6|149|-820.63|150
26425306|-74.071|25000|8|148|-820.99|151
26430312|-73.992|25000|-2|148|-821.43|151
26435313|-73.914|25000|0|148|-821.78|150
26440314|-73.835|25000|4|149|-822.22|150
26445303|-73.757|25000|1|148|-822.66|150
26450304|-73.679|25000|1|148|-823.01|149
26455312|-73.600|25000|2|149|-823.36|150
26460315|-73.522|25000|-2|149|-823.80|150
26465310|-73.444|25000|8|157|-824.24|150
26470308|-73.365|25000|1|150|-824.59|150
26475313|-73.287|25000|0|148|-825.03|150
26480313|-73.208|25000|5|149|-825.38|150
26485309|-73.130|25000|4|150|-825.82|150
26490300|-73.052|25000|0|148|-826.17|149
26495309|-72.973|25000|1|152|-826.61|151
26500318|-72.895|25000|-6|152|-827.05|151
26505309|-72.816|25000|13|148|-827.40|151
26510303|-72.738|25000|1|148|-827.84|150
26515307|-72.660|25000|1|149|-828.19|151
26520304|-72.581|25000|6|149|-828.54|152
26525310|-72.503|25000|-11|152|-828.98|153
26530306|-72.424|25000|7|148|-829.42|151
26535313|-72.346|25000|3|149|-829.78|151
26540310|-72.268|25000|-2|148|-830.13|151
26545315|-72.189|25000|14|150|-830.57|152
26550320|-72.111|25000|1|148|-830.92|162
26555307|-72.032|25000|1|148|-831.27|154
26560306|-71.954|25000|4|149|-831.62|153
26565318|-71.875|25000|-12|149|-832.06|151
26570307|-71.797|25000|14|148|-832.50|153
26575306|-71.719|25000|4|148|-832.85|153
26580318|-71.640|25000|-1|149|-833.29|151
26585301|-71.562|25000|8|149|-833.64|149
26590312|-71.484|25000|8|149|-834.08|150
26595309|-71.405|25000|1|147|-834.43|150
26600303|-71.327|25000|-2|148|-834.87|149
26605304|-71.248|25000|5|148|-835.31|152
26610313|-71.170|25000|14|148|-835.66|153
26615323|-71.091|25000|1|147|-836.02|158
26620309|-71.013|25000|-14|149|-836.46|150
26625308|-70.935|25000|7|148|-836.81|157
26630319|-70.856|25000|1|148|-837.25|158
26635314|-70.778|25000|1|149|-837.60|149
26640307|-70.700|25000|6|149|-838.04|150
26645306|-70.621|25000|-10|148|-838.39|149
26650309|-70.543|25000|14|149|-838.74|151
26655315|-70.464|25000|1|148|-839.18|150
26660301|-70.386|25000|0|148|-839.53|149
26665312|-70.308|25000|5|149|-839.88|150
26670307|-70.229|25000|4|148|-840.32|151
26675313|-70.151|25000|0|148|-840.67|150
26680315|-70.072|25000|1|149|-841.03|150
26685308|-69.994|25000|-14|149|-841.38|151
26690316|-69.916|25000|6|148|-841.82|150
26695312|-69.837|25000|0|147|-842.17|149
26700306|-69.759|25000|-5|148|-842.61|151
26705300|-69.681|25000|5|148|-842.96|150
26710304|-69.602|25000|13|149|-843.31|151
26715315|-69.524|25000|-2|148|-843.66|150
26720305|-69.445|25000|-6|149|-844.10|150
26725301|-69.367|25000|1|149|-844.45|150
26730301|-69.289|25000|-2|148|-844.89|151
26735303|-69.210|25000|2|149|-845.24|150
26740311|-69.132|25000|1|148|-845.60|150
26745313|-69.053|25000|1|148|-846.04|150
26750303|-68.975|25000|4|148|-846.39|150
26755309|-68.896|25000|-13|149|-846.74|150
26760305|-68.818|25000|9|149|-847.18|151
26765309|-68.740|25000|1|148|-847.53|150
26770303|-68.661|25000|2|147|-847.88|149
26775302|-68.583|25000|13|148|-848.32|151
26780308|-68.504|25000|0|148|-848.67|151
26785316|-68.426|25000|6|149|-849.02|150
26790316|-68.348|25000|-0|149|-849.37|149
26795301|-68.269|25000|4|148|-849.73|150
26800303|-68.191|25000|8|149|-850.08|150
26805304|-68.113|25000|0|148|-850.43|150
26810305|-68.034|25000|-11|148|-850.78|151
26815305|-67.956|25000|1|148|-851.13|149
26820307|-67.877|25000|-2|148|-851.57|150
26825310|-67.799|25000|1|148|-851.92|151
26830308|-67.720|25000|4|149|-852.28|150
26835304|-67.642|25000|1|148|-852.63|149
26840306|-67.564|25000|4|148|-852.98|151
26845303|-67.485|25000|4|148|-853.33|150
26850313|-67.407|25000|-1|148|-853.68|150
26855315|-67.328|25000|-14|148|-854.03|149
26860309|-67.250|25000|1|149|-854.47|150
26865314|-67.172|25000|1|148|-854.82|150
26870299|-67.093|25000|4|148|-855.18|150
26875305|-67.015|25000|1|148|-855.53|150
26880315|-66.936|25000|6|148|-855.88|149
26885307|-66.858|25000|7|148|-856.23|150
26890306|-66.780|25000|-5|148|-856.58|150
26895316|-66.701|25000|-7|148|-856.93|151
26900318|-66.623|25000|-0|148|-857.29|149
26905310|-66.544|25000|2|149|-857.64|150
26910305|-66.466|25000|3|148|-857.99|149
26915306|-66.388|25000|11|148|-858.34|150
26920316|-66.309|25000|-2|149|-858.69|150
26925313|-66.231|25000|1|149|-859.04|150
26930316|-66.152|25000|6|149|-859.39|150
26935304|-66.074|25000|1|147|-859.66|150
26940302|-65.996|25000|1|148|-860.01|149
26945303|-65.917|25000|4|149|-860.36|150
26950307|-65.839|25000|-2|148|-860.71|149
26955309|-65.760|25000|-6|148|-861.06|150
26960317|-65.682|25000|1|148|-861.42|150
26965310|-65.604|25000|5|149|-861.77|149
26970306|-65.525|25000|0|147|-862.12|149
26975303|-65.447|25000|-8|150|-862.47|150
26980310|-65.369|25000|1|150|-862.82|150
26985310|-65.290|25000|2|150|-863.17|150
26990306|-65.212|25000|1|151|-863.53|150
26995310|-65.133|25000|2|150|-863.88|149
27000312|-65.055|25000|0|151|-864.23|150
27005312|-64.977|25000|-6|155|-864.58|150
27010309|-64.898|25000|1|148|-864.93|153
27015303|-64.820|25000|-6|147|-865.20|152
27020301|-64.741|25000|3|149|-865.55|151
27025309|-64.663|25000|6|149|-865.90|154
27030314|-64.584|25000|1|148|-866.25|150
27035316|-64.506|25000|-3|154|-866.60|151
27040304|-64.428|25000|4|149|-866.87|151
27045309|-64.349|25000|-6|148|-867.22|150
27050313|-64.271|25000|1|155|-867.57|151
27055319|-64.193|25000|-4|156|-867.92|150
27060324|-64.114|25000|8|147|-868.18|158
27065307|-64.036|25000|1|148|-868.45|151
27070305|-63.957|25000|-3|149|-868.80|152
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
27075385|-63.879|25000|3|148|-869.15|152
27080308|-63.801|25000|-8|148|-869.50|151
27085312|-63.722|25000|-2|148|-869.85|160
27090322|-63.644|25000|4|149|-870.12|158
27095315|-63.565|25000|4|148|-870.47|150
27100313|-63.487|25000|-8|148|-870.82|151
27105314|-63.409|25000|3|149|-871.08|149
27110309|-63.330|25000|2|147|-871.44|150
27115313|-63.252|25000|1|149|-871.79|154
27120304|-63.173|25000|4|148|-872.14|150
27125312|-63.095|25000|-3|148|-872.40|149
27130311|-63.017|25000|-0|149|-872.75|159
27135318|-62.938|25000|4|149|-873.02|150
27140300|-62.860|25000|-5|148|-873.37|151
27145300|-62.782|25000|4|149|-873.63|150
27150306|-62.703|25000|-1|148|-873.98|151
27155302|-62.625|25000|-3|149|-874.25|150
27160303|-62.546|25000|2|149|-874.60|151
27165315|-62.468|25000|4|148|-874.86|150
27170302|-62.390|25000|2|147|-875.21|150
27175307|-62.311|25000|6|148|-875.57|150
27180305|-62.233|25000|1|147|-875.83|149
27185300|-62.154|25000|6|149|-876.18|150
27190302|-62.076|25000|-5|149|-876.45|150
27195308|-61.997|25000|-3|148|-876.71|150
27200312|-61.919|25000|1|148|-876.97|149
27205309|-61.841|25000|1|149|-877.32|151
27210309|-61.762|25000|-9|149|-877.59|151
27215316|-61.684|25000|2|148|-877.94|149
27220306|-61.605|25000|1|148|-878.20|151
27225317|-61.527|25000|5|148|-878.47|150
27230313|-61.449|25000|-2|148|-878.82|150
27235303|-61.370|25000|-8|149|-879.17|150
27240302|-61.292|25000|2|147|-879.43|150
27245301|-61.214|25000|1|149|-879.70|150
27250316|-61.135|25000|1|149|-880.05|150
27255307|-61.057|25000|-1|148|-880.31|150
27260306|-60.978|25000|-0|149|-880.66|150
27265311|-60.900|25000|2|148|-880.93|149
27270306|-60.822|25000|1|148|-881.28|150
27275308|-60.743|25000|7|149|-881.54|150
27280309|-60.665|25000|1|149|-881.81|150
27285306|-60.586|25000|1|148|-882.07|150
27290310|-60.508|25000|3|148|-882.33|150
27295304|-60.430|25000|0|149|-882.60|150
27300315|-60.351|25000|-6|148|-882.86|150
27305305|-60.273|25000|2|148|-883.12|150
27310302|-60.194|25000|1|149|-883.48|149
27315306|-60.116|25000|2|147|-883.74|150
27320306|-60.038|25000|-0|149|-884.00|150
27325305|-59.959|25000|-5|149|-884.27|150
27330308|-59.881|25000|4|149|-884.53|150
27335304|-59.802|25000|8|148|-884.79|150
27340318|-59.724|25000|4|149|-885.15|150
27345307|-59.646|25000|4|149|-885.41|150
27350301|-59.567|25000|1|149|-885.59|150
27355312|-59.489|25000|-11|148|-885.94|149
27360302|-59.410|25000|1|148|-886.20|149
27365309|-59.332|25000|0|148|-886.46|150
27370300|-59.254|25000|3|149|-886.73|150
27375299|-59.175|25000|-1|148|-886.99|150
27380300|-59.097|25000|1|147|-887.34|149
27385314|-59.018|25000|13|149|-887.61|150
27390315|-58.940|25000|2|148|-887.87|150
27395302|-58.862|25000|-1|148|-888.13|150
27400312|-58.783|25000|8|148|-888.40|149
27405304|-58.705|25000|1|149|-888.75|150
27410305|-58.626|25000|-0|148|-889.01|150
27415316|-58.548|25000|1|148|-889.28|149
27420303|-58.470|25000|-2|147|-889.54|150
27425306|-58.391|25000|-1|149|-889.80|150
27430316|-58.313|25000|2|148|-890.07|151
27435313|-58.234|25000|5|149|-890.33|150
27440314|-58.156|25000|1|149|-890.60|150
27445311|-58.078|25000|14|149|-890.86|150
27450308|-57.999|25000|1|148|-891.12|150
27455304|-57.921|25000|7|148|-891.39|150
27460309|-57.842|25000|1|149|-891.65|150
27465316|-57.764|25000|14|149|-891.91|151
27470317|-57.686|25000|8|148|-892.18|150
27475316|-57.607|25000|11|149|-892.44|150
27480303|-57.529|25000|-1|149|-892.71|150
27485322|-57.450|25000|0|156|-892.97|150
27490313|-57.372|25000|3|153|-893.23|150
27495305|-57.294|25000|1|153|-893.50|151
27500314|-57.215|25000|4|149|-893.67|150
27505309|-57.137|25000|3|149|-893.94|150
27510316|-57.058|25000|-4|151|-894.20|150
27515304|-56.980|25000|0|148|-894.37|153
27520317|-56.902|25000|-2|149|-894.64|152
27525302|-56.823|25000|2|148|-894.90|150
27530311|-56.745|25000|-2|149|-895.17|153
27535317|-56.666|25000|2|149|-895.43|151
27540306|-56.588|25000|-2|147|-895.69|152
27545303|-56.510|25000|-6|148|-895.96|151
27550305|-56.431|25000|1|151|-896.22|151
27555316|-56.353|25000|-5|149|-896.40|151
27560322|-56.274|25000|5|148|-896.66|152
27565326|-56.196|25000|-5|149|-896.92|158
27570316|-56.118|25000|8|148|-897.19|151
27575312|-56.039|25000|5|148|-897.45|151
27580316|-55.961|25000|-0|149|-897.63|151
27585314|-55.882|25000|3|147|-897.89|152
27590315|-55.804|25000|-2|149|-898.15|151
27595298|-55.726|25000|5|147|-898.33|150
27600310|-55.647|25000|4|148|-898.59|151
27605304|-55.569|25000|1|149|-898.86|150
27610310|-55.490|25000|-2|149|-899.12|151
27615306|-55.412|25000|1|148|-899.38|150
27620314|-55.334|25000|0|149|-899.56|151
27625303|-55.255|25000|0|148|-899.82|150
27630312|-55.177|25000|-8|149|-900.00|150
27635308|-55.099|25000|0|149|-900.26|156
27640311|-55.020|25000|-2|148|-900.44|149
27645303|-54.942|25000|-0|149|-900.70|149
27650309|-54.863|25000|1|149|-900.97|150
27655312|-54.785|25000|14|149|-901.14|150
27660317|-54.706|25000|1|149|-901.41|150
27665301|-54.628|25000|1|147|-901.58|150
27670302|-54.550|25000|1|148|-901.85|150
27675302|-54.471|25000|14|149|-902.11|150
27680309|-54.393|25000|1|149|-902.29|150
27685301|-54.315|25000|-1|148|-902.55|151
27690312|-54.236|25000|1|149|-902.81|150
27695311|-54.158|25000|1|147|-902.99|149
27700313|-54.079|25000|2|149|-903.16|149
27705314|-54.001|25000|1|148|-903.43|151
27710304|-53.923|25000|3|148|-903.60|150
27715312|-53.844|25000|4|149|-903.87|150
27720315|-53.766|25000|-4|148|-904.13|150
27725312|-53.687|25000|4|148|-904.31|149
27730318|-53.609|25000|-3|148|-904.57|150
27735309|-53.530|25000|4|148|-904.75|150
27740304|-53.452|25000|8|148|-905.01|150
27745305|-53.374|25000|2|149|-905.19|150
27750305|-53.295|25000|2|148|-905.45|150
27755303|-53.217|25000|4|149|-905.62|151
27760304|-53.139|25000|0|148|-905.80|149
27765302|-53.060|25000|-4|148|-906.06|150
27770303|-52.982|25000|0|149|-906.24|151
27775308|-52.903|25000|4|148|-906.50|150
27780312|-52.825|25000|1|149|-906.68|151
27785306|-52.747|25000|8|147|-906.94|150
27790308|-52.668|25000|-2|148|-907.21|151
27795310|-52.590|25000|1|147|-907.38|151
27800311|-52.511|25000|8|148|-907.56|150
27805314|-52.433|25000|7|149|-907.82|150
27810308|-52.355|25000|1|148|-908.00|150
27815310|-52.276|25000|13|148|-908.17|149
27820303|-52.198|25000|3|147|-908.44|150
27825299|-52.119|25000|1|149|-908.61|150
27830316|-52.041|25000|1|148|-908.79|151
27835312|-51.962|25000|-1|147|-909.05|150
27840304|-51.884|25000|14|148|-909.23|150
27845310|-51.806|25000|1|148|-909.40|149
27850306|-51.727|25000|1|148|-909.67|150
27855312|-51.649|25000|1|148|-909.84|150
27860299|-51.571|25000|-6|148|-910.02|150
27865304|-51.492|25000|-1|148|-910.28|149
27870309|-51.414|25000|4|149|-910.46|150
27875307|-51.335|25000|8|149|-910.63|150
27880315|-51.257|25000|-2|146|-910.90|149
27885312|-51.179|25000|0|148|-911.07|149
27890313|-51.100|25000|4|148|-911.34|150
27895313|-51.022|25000|8|147|-911.51|150
27900304|-50.943|25000|-5|149|-911.69|150
27905317|-50.865|25000|1|148|-911.95|149
27910304|-50.787|25000|1|148|-912.13|150
27915309|-50.708|25000|1|147|-912.30|150
27920307|-50.630|25000|3|148|-912.57|149
27925306|-50.551|25000|-2|149|-912.74|149
27930301|-50.473|25000|2|149|-912.92|150
27935311|-50.395|25000|2|148|-913.10|150
27940312|-50.316|25000|3|148|-913.27|150
27945305|-50.238|25000|6|148|-913.54|151
27950303|-50.159|25000|-5|148|-913.71|150
27955300|-50.081|25000|4|149|-913.89|150
27960302|-50.003|25000|-11|149|-914.06|150
27965301|-49.924|25000|-4|148|-914.24|150
27970304|-49.846|25000|1|149|-914.50|150
27975313|-49.767|25000|4|148|-914.68|150
27980303|-49.689|25000|0|149|-914.85|150
27985312|-49.611|25000|-1|148|-915.03|150
27990301|-49.532|25000|-2|149|-915.29|150
27995304|-49.454|25000|2|151|-915.47|150
28000307|-49.375|25000|9|149|-915.64|150
28005302|-49.297|25000|-2|148|-915.82|150
28010303|-49.219|25000|4|150|-916.00|150
28015305|-49.140|25000|3|150|-916.17|150
28020301|-49.062|25000|-2|148|-916.35|151
28025304|-48.984|25000|1|148|-916.52|152
28030306|-48.905|25000|-1|148|-916.79|151
28035315|-48.827|25000|1|148|-916.96|151
28040306|-48.748|25000|-1|149|-917.14|152
28045313|-48.670|25000|4|151|-917.31|151
28050308|-48.591|25000|1|149|-917.49|152
28055307|-48.513|25000|1|149|-917.67|151
28060310|-48.435|25000|8|156|-917.84|151
28065313|-48.356|25000|-2|148|-918.11|159
28070321|-48.278|25000|3|148|-918.28|158
28075310|-48.199|25000|8|147|-918.46|151
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
28080384|-48.121|25000|1|148|-918.63|151
28085306|-48.043|25000|-1|147|-918.81|151
28090307|-47.964|25000|-2|149|-918.98|152
28095318|-47.886|25000|1|148|-919.16|152
28100321|-47.807|25000|8|149|-919.34|155
28105328|-47.729|25000|4|149|-919.51|160
28110311|-47.651|25000|1|148|-919.69|150
28115309|-47.572|25000|1|148|-919.86|151
28120314|-47.494|25000|0|148|-920.04|150
